C0033817,infections_pseudomonas
C0033817,pseudomonas_infection
C0033817,infection_pseudomona
C0033817,pseudomonas_infections
C0033817,infections_pseudomona
C0033817,infection_pseudomonas
C1096543,superficial_punctate_keratopathy
C1096543,punctate_keratitis
C0034933,reflex_abnormal
C0034933,abnormal_reflexes
C0034933,reflexes_abnormal
C0034933,"reflex,_abnormal"
C0034933,abnormal_reflex
C0004352,childhood_autism
C0004352,autism_child
C0004352,autism_infantile
C0004352,autistics
C0004352,infantile_autism
C0004352,autism
C0004352,early_infantile_autism
C0004352,autistic_disorder
C0004352,autism_childhood
C0004352,autistic
C0004352,autistic_disorders
C0004352,child_autism
C0549356,injury
C0549356,inflicted_injuries
C0549356,inflicted_injury
C0231686,"gait,_unsteady"
C0231686,gait_instability
C0231686,unsteady_gait
C0231686,gait_disturbance
C0231686,unstable_when_walking
C0235002,head_discomfort
C0948281,neuroleptic_malignant_syndrome
C0948281,malignant_syndrome_nos
C0948281,malignant_syndrome
C0427546,abnormalities_lymphocytes
C0427546,atypical_lymphocytes
C0427546,atypical_lymphocyte_observed
C0427546,lymphocyte_abnormal
C0427546,lymphocyte_count_abnormal
C0427546,abnormal_lymphocytes
C0001122,acidoses
C0001122,acidosis
C0001122,acidosi
C0001122,acidose
C0153690,cancer_metastatic_to_bone
C0153690,metastasis_bone
C0153690,metastases_bone
C0153690,bone_metastatic_tumors
C0153690,metastatic_bone_tumour
C0153690,secondary_malignant_neoplasm_of_bone_(disorder)
C0153690,bone_metastasis
C0153690,metastatic_bone_tumor
C0153690,bony_metastasis
C0153690,bone_cancer_secondary
C0153690,bone_cancers_metastatic
C0153690,secondary_bone_cancer
C0153690,bone_metastases
C0153690,bones_metastasis
C0153690,metastasis_to_bone
C0153690,bone_metastase
C0153690,bony_metastases
C0153690,bone_cancer_metastatic
C0153690,osseous_metastasis
C0153690,metastatic_bone_cancer
C0153690,metastatic_tumor_bone
C0153690,metastases_to_bone
C0231613,occipital_headache_(finding)
C0231613,headaches_occipital
C0231613,occipital_headache
C0231613,headache
C0012624,diskitis
C0012624,spondylodiskitis
C0012624,discitis
C0012624,spondylodiscitis
C0012624,diskities
C0012624,intervertebral_discitis
C0424082,hypnapompic_hallucinations
C0424082,"hallucinations,_hypnapompic"
C0424082,hallucinations_hypnopompic
C0424082,hypnopompic_hallucination
C0001206,acromegali
C0001206,acromegaly
C0001206,acromegalia
C0001206,marie_disease
C0235409,increased_insulin_requirement
C0240059,intraventricular_hemorrhage
C0240059,ventricular_hemorrhage
C0240059,intraventricular_haemorrhage
C0240059,ventricular_haemorrhage
C0240059,ventricular_hemorrhage_(disorder)
C0240059,hemorrhages_intraventricular
C0029442,osteomalacia
C0042139,uterine_perforation
C0042139,perforation_of_uterus
C0042139,perforation_uterus
C0042139,uterus_perforation
C0042139,perforation_uterine
C0022893,otitis_interna
C0022893,labyrinthities
C0022893,labyrinthitis
C0233774,somatic_hallucination
C0027092,short_sight
C0027092,short_sighted
C0027092,near_sightedness
C0027092,short_sightedness
C0027092,near_sight
C0027092,myopia
C0027092,short-sighted
C0027092,near_sighted
C0027092,disorder_myopia
C0027092,nearsight
C0027092,near_vision
C0027092,nearsightedness
C0027092,nearsighted
C0948521,oral_pruritus
C0153676,secondary_lung_cancer
C0153676,cancer_lungs_metastatic
C0153676,lung_metastasis
C0153676,lung_metastases
C0153676,lungs_metastasis
C0153676,metastasis_to_lung
C0153676,metastatic_cancer_lung
C0153676,pulmonary_metastasis
C0153676,lung_metastase
C0153676,cancer_lung_secondary
C0153676,lung_cancer_metastatic
C0153676,metastasis_lung
C0153676,cancer_metastatic_to_lung
C0153676,secondary_malignant_neoplasm_of_lung_(disorder)
C0153676,cancer_lung_metastatic
C0153676,metastatic_lung_cancer
C0153676,secondary_cancer_lung
C0153676,pulmonary_metastases
C0032000,adenoma_pituitaris
C0032000,pituitary_tumour_benign
C0032000,pituitary_adenoma
C0032000,adenoma_pituitary
C0032000,adenomas_pituitary
C0032000,pituitary_adenoma_(morphologic_abnormality)
C0020450,hyperemesis_gravidarum
C0020450,pregnancy_hyperemesis
C0020450,excessive_vomiting_in_pregnancy
C0020450,hyperemesis_of_pregnancy
C0020450,hyperemesis_pregnancy
C0020450,excessive_vomiting_pregnancy
C0020450,gravidarum_hyperemesis
C0020450,hyperemesis_in_pregnancy
C0581870,hunger_pain
C0581870,hunger_pangs
C0581870,abdominal_pain_upper
C0581870,pain_hunger
C0581870,hunger_pains
C0581870,hunger_pain_(finding)
C1142335,abnormal_bilirubin
C1142335,blood_bilirubin_abnormal
C1142335,bilirubin_abnormal
C0235324,gums_swell
C0235324,swelling_gum
C0235324,dental_swelling
C0235324,gums_swelled
C0235324,gums_swelling
C0235324,swelling_dental
C0235324,gums_swollen
C0235324,gum_swollen
C0235324,swollen_gums_(finding)
C0235324,swollen_gum
C0235324,gingival_swelling
C0235324,gum_swell
C0235324,swollen_gums
C0235324,gum_swelling
C0030790,infection_pelvic
C0030790,pelvic_infection
C0030790,pelvic_infections
C0155118,corneal_degenerations
C0155118,corneal_degeneration
C0155118,unspecified_corneal_degeneration_(disorder)
C0014852,esophageal_disorders
C0014852,esophagus_disease
C0014852,disorders_oesophageal
C0014852,diseases_esophagus
C0014852,esophageal_diseases
C0014852,diseases_of_esophagus
C0014852,esophageal_disorder
C0014852,diseases_of_the_esophagus
C0014852,disease_of_oesophagus
C0014852,diseases_of_oesophagus
C0014852,esophagus_diseases
C0014852,esophageal_disease
C0014852,disease_of_esophagus
C0014852,oesophageal_disease
C0014852,esophageal_dysfunction
C0014852,diseases_disorders_esophagus
C0014852,disease_oesophagus
C0014852,disease_esophagus
C0014852,oesophageal_disorder
C0014852,disorders_esophagus
C0521499,injection_site_discolouration
C0521499,injection_site_pigmentation_changes
C0006285,bronchial_pneumonia
C0006285,bronchopneumonia
C0006285,pneumonia_bronchial
C0028850,disordered_eye_movements
C0028850,eye_movement_disorders
C0028850,ocular_motility_disorder
C0028850,eye_motility_disorders
C0028850,eye_motility_disorder
C0028850,eye_movement_disorder
C0028850,ocular_motility_disorders
C0877167,psychomotor_skills_impaired
C0034931,dystrophy_reflex_sympathetic
C0034931,sudeck's_atrophy
C0034931,reflex_sympathetic_dystrophy_syndrome_(rsds)
C0034931,cervicobrachial_syndrome
C0034931,sudeck's_syndrome
C0034931,complex_regional_pain_syndrome
C0034931,reflex_sympathetic_dystrophia
C0034931,shoulder-hand_syndrome
C0034931,reflex_sympathetic_dystrophy
C0034931,shoulder_hand_syndrome
C0034931,hand_shoulder_syndrome
C0034931,reflex_sympathetic_dystrophy_rsd
C0034931,sudeks_atrophy
C0034931,sympathetic_reflex_dystrophy
C0034931,sudek's_atrophy
C0034931,dystrophy_reflex_rsds_sympathetic
C0877172,spinal_epidural_haematoma
C0868908,pancolitis
C0868908,colitis
C0849835,bleeding_lip
C0849835,lip_bleed
C0849835,lips_bleeding
C0849835,bleeding_lips
C0849835,lip_haemorrhage
C0021845,intestine_perforation
C0021845,intestines_perforation
C0021845,bowel_perforation
C0021845,bowels_perforated
C0021845,perforated_bowel
C0021845,perforation_intestinal
C0021845,intestinal_perforation
C0021845,intestinal_perforations
C0021845,perforation_of_intestine
C0021845,bowel_perforated
C0021845,bowel_perforations
C0085649,edema_peripheral
C0085649,oedema_peripheral
C0085649,peripheral_edema
C0085649,edema_limbs
C0085649,limb_edema
C0085649,edema_extremities
C0085649,extremity_edema
C0085649,[d]peripheral_edema_(context-dependent_category)
C0085649,peripheral_oedema
C0151625,abnormalities_enzyme
C0151625,abnormalities_enzymes
C0151625,enzyme_abnormality
C0274869,heavy_metal_poison
C0274869,toxic_effect_of_heavy_metal
C0274869,heavy_metal_poisonings
C0274869,heavy_metals_poisoning
C0274869,heavy_metal_poisons
C0274869,metal_poisoning
C0150077,breakdown_skin
C0150077,skin_disorder
C0150077,skin_breakdown
C0150077,impaired_skin_integrity
C0150077,impaired_skin_integrity_(finding)
C0150077,skin_broken
C0150077,broken_skin
C0877197,numbness_lips
C0877197,hypoesthesia_lips
C0877197,of_lip_numbness
C0877197,numbness_lip
C0877197,lip_numb
C0877197,numb_lip
C0877197,hypoaesthesia_oral
C0877197,lip_numbness
C0877197,lips_numb
C0877197,lips_numbness
C0877197,numb_lips
C0877197,lips_numbing
C0016689,freckles
C0016689,ephelide
C0016689,freckle
C0016689,ephelides
C0016689,melanotic_macule
C0016689,solar_lentigo
C0016689,ephelis
C0221255,calcification_metastatic
C0346306,microadenomas_pituitary
C0346306,pituitary_microadenoma
C0346306,microadenoma_pituitary
C0346306,pituitary_microadenoma_(disorder)
C0346306,pituitary_tumour_benign
C0520546,pulmonary_microemboli
C0032371,poliomyelities
C0032371,acute_polio
C0032371,acute_poliomyelitis
C0032371,polios
C0032371,polio
C0032371,poliomyelitis
C0948807,liver_disorder
C0948807,hepatic_impairment
C0235195,sedated
C0235195,under_sedation
C0235195,sedated_state
C0235195,sedates
C0235195,sedation
C0235195,sedating
C0235195,sedate
C0549336,aggravated_asthma
C0549336,asthma
C0549336,asthma_aggravated
C0010417,maldescended_testis
C0010417,testicles_undescending
C0010417,testes_undescend
C0010417,testicle_undescended
C0010417,undescended_testicle
C0010417,cryptorchism
C0010417,cryptorchidism
C0010417,undescend_testicle
C0010417,undescended_testis
C0010417,testes_undescending
C0010417,testies_undescended
C0010417,testicles_undescended
C0010417,undescended_testes
C0010417,maldescent_of_testis
C0007095,carcinoid_tumour
C0007095,carcinoids
C0007095,tumor_carcinoid
C0007095,carcinoid
C0007095,carcinoid_tumors
C0007095,carcinoids_tumor
C0007095,carcinoid_tumor
C0007095,carcinoid_tumours
C0542101,nasal_discomfort
C0542101,burning_nasal
C0542101,nasal_burning
C0151946,pulmonary_thrombosis_(disorder)
C0151946,thrombosis_pulmonary
C0151946,pulmonary_thrombosis
C2364111,ageusia
C0030593,uveitis
C0030593,pars_planitis
C0030593,par_planitis
C0011848,diabete_insipidus
C0011848,diabetes_insipidu
C0011848,insipidus_diabetes
C0011848,diabetes_insipidus
C0036904,sexual_desire_disorders
C0036904,sexual_desire_disorder_(disorder)
C0036904,sexual_desire_disorder
C0549369,pancreatic_enzymes_increased
C0024902,breast_pains
C0024902,pain_in_breast
C0024902,painful_breasts
C0024902,mastalgia
C0024902,mastodynia
C0024902,painful_breast
C0024902,acheing_breasts
C0024902,breast_pain
C0024902,breast_soreness
C0024902,breast_sores
C0024902,sore_breast
C0024902,breasts_soreness
C0024902,pain_in_the_breast
C0024902,breasts_sores
C0024902,breast_sore
C0024902,pain_breast
C0024902,soreness_breast
C0024902,breasts_pains
C0024902,sore_breasts
C0024902,breasts_pain
C0024902,breast_ache
C0024902,of_breast_pain
C0024902,breasts_sore
C0024902,ache_breast
C0024902,breast_painful
C0015256,excoriation_(morphologic_abnormality)
C0015256,excoriation
C0015256,excoriations
C0151854,abnormalities_platelets
C0151854,platelet_abnormality
C0151854,platelet_disorder
C0151854,abnormalities_platelet
C0151854,platelet_abnormalities
C0151854,abnormal_platelet_(morphologic_abnormality)
C0151854,abnormal_platelets
C0151854,abnormal_platelet
C0855247,attack_sleep
C0855247,attacks_sleeping
C0855247,attacks_sleep
C0855247,sleep_attack
C0855247,sleep_attacks
C0392618,postoperative_infection_nos_(disorder)
C0392618,infection_post_op
C0392618,infection_postoperative
C0392618,postoperative_infection
C0392618,post_procedural_infection
C0392618,infections_post_op
C0392618,post-op_infection
C0392618,infections_postoperative
C0920166,catheter_site_haemorrhage
C0006272,bronchiolitis_obliterative
C0006272,obliterative_bronchiolitis
C0006272,bronchiolitis_obliteran
C0006272,bronchiolitis_obliterans
C0035410,rhabdomyolysi
C0035410,rhabdomyolysis
C0035410,rhabdomyolyse
C1258215,bowel_ileus
C1258215,ileus
C1258215,"bowel_obstruction_causing_colic,_vomiting,_and_constipation"
C1258215,ileu
C0856102,gynaecomastia
C0856102,gynecomastia_aggravated
C0020620,oligohidrosis
C0020620,hypohidrosis
C1328327,gastrooesophageal_sphincter_insufficiency
C0006147,breast_feeding
C0006147,breast_fed
C0006147,breasting_feeding
C0006147,breast_feedings
C0006147,breastfeeding
C0006147,breast_fedding
C0006147,breast_fed_infants
C0006147,breastfeed
C0006147,breast_feed
C0006147,breast_fed_infant
C0006147,breastfeedings
C0424790,rigors
C0424790,chills
C0424790,rigor_-_temperature-associated_observation
C0424790,rigor
C0424790,rigors_symptoms
C0238425,cells_crisis_sickle
C0238425,anemia_cell_crisis_sickle
C0238425,sickle_cell_anemia_with_crisis_(disorder)
C0238425,sickle_cell_anaemia_with_crisis
C0238425,sickle-cell_crisis
C0238425,sickle_cell_crisis
C0238425,sickle_cell_anemia_crisis
C0238425,cell_crisis_sickle
C0238425,crisis_disease_hb-s_mention
C0577628,rubber_allergy
C0577628,allergies_latex_natural_rubber
C0577628,latex_allergies
C0577628,latex_hypersensitivity
C0577628,latex_rubber_allergy
C0577628,latex_allergy
C0577628,allergys_latex
C0577628,allergies_latex
C0577628,rubber_allergies
C0577628,rubber_sensitivity
C0577628,allergy_latex
C0577628,allergy_latex_natural_rubber
C0007684,central_infection_nervous_system
C0007684,central_infections_nervous_system
C0007684,cns_infection
C0007684,central_nervous_system_infection
C0007684,cns_infections
C0007684,central_nervous_system_infections
C0001622,adrenal_gland_hyperfunction
C0001622,hyperadrenocorticism
C0001622,hyperadrenalism
C0001622,adrenocortical_hyperfunction
C0001622,adrenal_cortex_hyperfunction
C0001622,adrenal_cortical_hyperfunction
C0001622,overproduction_of_cortisol
C0001622,hypercorticism
C0001622,cortisol_overproduction
C0001622,hypercortisolism
C3267206,dysgeusia
C3267206,chalky_taste
C0237020,dermoid_cyst_of_ovary
C0237020,cysts_dermoid_ovary
C0237020,cyst_dermoid_of_ovary
C0237020,cyst_dermoid_ovaries
C0237020,ovarian_germ_cell_teratoma_benign
C0237020,dermoid_ovarian_cyst
C0237020,cyst_dermoid_ovary
C0237020,cysts_dermoid_ovarian
C0237020,dermoid_cyst_of_ovary_(disorder)
C0237020,dermoid_cyst_ovary
C0237020,ovarian_cyst_dermoid
C0237020,ovarian_dermoid_cyst
C0237020,cysts_dermoid_ovaries
C0428886,blood_meaning_pressure
