morphine,xanax,analgesic_effect,caridee_stelara
morphine,valium,analgesic_effect,amare
morphine,ambien,analgesic_effect,fwiw
morphine,prozac,analgesic_effect,brink_death
morphine,vicodin,analgesic_effect,buenos
morphine,percocet,analgesic_effect,hotboxing
morphine,promethazine,analgesic_effect,peak_flow
morphine,tramadol,analgesic_effect,crosses_fingers
morphine,xanax,anxiety,besties
morphine,valium,anxiety,pinole
morphine,ambien,anxiety,slutty
morphine,prozac,anxiety,highest_dose
morphine,vicodin,anxiety,besties
morphine,percocet,anxiety,besties
morphine,promethazine,anxiety,flower
morphine,tramadol,anxiety,flower
morphine,xanax,apprehension,hurling
morphine,valium,apprehension,dresses
morphine,ambien,apprehension,combatting
morphine,prozac,apprehension,brink_death
morphine,vicodin,apprehension,debatewithbernie
morphine,percocet,apprehension,brahmins
morphine,promethazine,apprehension,legday
morphine,tramadol,apprehension,pity
morphine,xanax,chronic_pain,body_count
morphine,valium,chronic_pain,bridesmaids
morphine,ambien,chronic_pain,kawaii
morphine,prozac,chronic_pain,time_introduced_1997
morphine,vicodin,chronic_pain,heparin_coumadin
morphine,percocet,chronic_pain,incubus
morphine,promethazine,chronic_pain,mexican_restaurant
morphine,tramadol,chronic_pain,aqueous
morphine,xanax,contusion,liffe
morphine,valium,contusion,vertebral
morphine,ambien,contusion,liffe
morphine,prozac,contusion,sour_patch
morphine,vicodin,contusion,fangs
morphine,percocet,contusion,programmers
morphine,promethazine,contusion,2010_2011
morphine,tramadol,contusion,wake_pierna_cambia
morphine,xanax,cough,believers
morphine,valium,cough,81mg
morphine,ambien,cough,300m
morphine,prozac,cough,earthquake
morphine,vicodin,cough,fetty_nowplaying
morphine,percocet,cough,sleeplessnights
morphine,promethazine,cough,discount_card
morphine,tramadol,cough,duis
morphine,xanax,diarrhoea,intellectuals
morphine,valium,diarrhoea,intellectuals
morphine,ambien,diarrhoea,intellectuals
morphine,prozac,diarrhoea,intellectuals
morphine,vicodin,diarrhoea,benefits_regard
morphine,percocet,diarrhoea,endlessly
morphine,promethazine,diarrhoea,intellectuals
morphine,tramadol,diarrhoea,intellectuals
morphine,xanax,fasting,giger
morphine,valium,fasting,cream
morphine,ambien,fasting,comedic
morphine,prozac,fasting,bony
