morphine,xanax,constipation,diggers
morphine,valium,constipation,doctor_kennedy_airport
morphine,ambien,constipation,darl
morphine,prozac,constipation,deadline
morphine,vicodin,constipation,gabapentins
morphine,percocet,constipation,dream
morphine,promethazine,constipation,enthusiasts
morphine,tramadol,constipation,doctor_kennedy_airport
morphine,xanax,drowsiness,a33playdance_valium
morphine,valium,drowsiness,pero
morphine,ambien,drowsiness,declassified
morphine,prozac,drowsiness,lifestyle_intervention
morphine,vicodin,drowsiness,a33playdance_valium
morphine,percocet,drowsiness,declassified
morphine,promethazine,drowsiness,domore
morphine,tramadol,drowsiness,siento
morphine,xanax,nausea,flirted
morphine,valium,nausea,pero
morphine,ambien,nausea,mare_tepin
morphine,prozac,nausea,osteoarthritis
morphine,vicodin,nausea,made
morphine,percocet,nausea,made
morphine,promethazine,nausea,shanty
morphine,tramadol,nausea,robbins
morphine,xanax,anxiety,struggle_real
morphine,valium,anxiety,sydneys
morphine,ambien,anxiety,struggle_real
morphine,prozac,anxiety,helpfully
morphine,vicodin,anxiety,roxy_kush_blackberry
morphine,percocet,anxiety,rivendell
morphine,promethazine,anxiety,singin
morphine,tramadol,anxiety,twatwaffle
morphine,xanax,dizziness,zaxbys
morphine,valium,dizziness,takyah
morphine,ambien,dizziness,beck
morphine,prozac,dizziness,takyah
morphine,vicodin,dizziness,christs_sake
morphine,percocet,dizziness,shareholder
morphine,promethazine,dizziness,obviousness
morphine,tramadol,dizziness,takyah
morphine,xanax,abdominal_pain,small_website
morphine,valium,abdominal_pain,wypipo
morphine,ambien,abdominal_pain,wypipo
morphine,prozac,abdominal_pain,gallery
morphine,vicodin,abdominal_pain,wypipo
morphine,percocet,abdominal_pain,wypipo
morphine,promethazine,abdominal_pain,100ct
morphine,tramadol,abdominal_pain,bulldog_ladies
morphine,xanax,anorexia,interruption
morphine,valium,anorexia,takyah
morphine,ambien,anorexia,keto
morphine,prozac,anorexia,fatigued
morphine,vicodin,anorexia,hulk_superherobirthdaygifts
morphine,percocet,anorexia,chocolatiers
morphine,promethazine,anorexia,keto
morphine,tramadol,anorexia,vblt
morphine,xanax,diarrhoea,crohns_colitis
morphine,valium,diarrhoea,allin
